language,protocol,scenario,response_time_ms,response_size_bytes,status
Python,GraphQL,Complex_Fetch,60.16297400037729,1693,200
JS,REST,Simple_Fetch,2.9293269999470795,2263,200
JS,GraphQL,Simple_Fetch,1.4032879998921999,76,200
Python,REST,Simple_Fetch,3.3381630000803852,2264,200
Python,GraphQL,Simple_Fetch,2.897506999943289,79,200
JS,REST,Complex_Fetch,2.783663000627712,2263,200
JS,GraphQL,Complex_Fetch,1.9127030000163359,1858,200
Python,REST,Complex_Fetch,3.271627999311022,2264,200
Python,GraphQL,Complex_Fetch,62.374075999287015,715,200
JS,REST,Simple_Fetch,2.233203000287176,2656,200
JS,GraphQL,Simple_Fetch,1.193435999994108,74,200
Python,REST,Simple_Fetch,3.4735950002868776,2657,200
Python,GraphQL,Simple_Fetch,3.8293319994409103,77,200
JS,REST,Complex_Fetch,2.999809000357345,2656,200
JS,GraphQL,Complex_Fetch,2.1429239995995886,2162,200
Python,REST,Complex_Fetch,3.4207369999421644,2657,200
Python,GraphQL,Complex_Fetch,60.25559800036717,88,200
JS,REST,Simple_Fetch,2.3099969994291314,2458,200
JS,GraphQL,Simple_Fetch,1.2634770000659046,74,200
Python,REST,Simple_Fetch,3.141343999232049,2459,200
Python,GraphQL,Simple_Fetch,2.550065999457729,79,200
JS,REST,Complex_Fetch,3.3964719996220083,2458,200
JS,GraphQL,Complex_Fetch,1.9444919998932164,2008,200
Python,REST,Complex_Fetch,3.2577519996266346,2459,200
Python,GraphQL,Complex_Fetch,58.96101300004375,727,200
JS,REST,Simple_Fetch,3.0260470002758666,1904,200
JS,GraphQL,Simple_Fetch,2.2920229994269903,71,200
Python,REST,Simple_Fetch,3.573152999706508,1905,200
Python,GraphQL,Simple_Fetch,2.6317090005250066,81,200
JS,REST,Complex_Fetch,2.502667999578989,1904,200
JS,GraphQL,Complex_Fetch,2.4813379995975993,1540,200
Python,REST,Complex_Fetch,3.2653959997333004,1905,200
Python,GraphQL,Complex_Fetch,60.45184499998868,2157,200
JS,REST,Simple_Fetch,2.455759999975271,2555,200
JS,GraphQL,Simple_Fetch,1.2881519996881252,75,200
Python,REST,Simple_Fetch,3.391733000171371,2556,200
Python,GraphQL,Simple_Fetch,2.932241999587859,81,200
JS,REST,Complex_Fetch,2.572839000094973,2555,200
JS,GraphQL,Complex_Fetch,1.8268009998791968,2058,200
Python,REST,Complex_Fetch,3.1517730003542965,2556,200
Python,GraphQL,Complex_Fetch,62.81889899946691,2195,200
JS,REST,Simple_Fetch,2.534046000619128,2352,200
JS,GraphQL,Simple_Fetch,1.2021920001643593,70,200
Python,REST,Simple_Fetch,3.885677999278414,2353,200
Python,GraphQL,Simple_Fetch,2.87039700015157,82,200
JS,REST,Complex_Fetch,2.314025000487163,2352,200
JS,GraphQL,Complex_Fetch,1.804919999813137,1897,200
Python,REST,Complex_Fetch,3.4310170003664098,2353,200
Python,GraphQL,Complex_Fetch,64.6303009998519,328,200
JS,REST,Simple_Fetch,2.1371329994508415,1550,200
JS,GraphQL,Simple_Fetch,1.1576179995245184,77,200
Python,REST,Simple_Fetch,4.311144999519456,1551,200
Python,GraphQL,Simple_Fetch,3.1969679994290345,77,200
JS,REST,Complex_Fetch,2.2491619993161294,1550,200
JS,GraphQL,Complex_Fetch,2.4976280001283158,1275,200
Python,REST,Complex_Fetch,3.199852999387076,1551,200
Python,GraphQL,Complex_Fetch,60.06238600002689,336,200
JS,REST,Simple_Fetch,2.9566370003522024,1179,200
JS,GraphQL,Simple_Fetch,1.6777930004536756,79,200
Python,REST,Simple_Fetch,3.3590920002097846,1180,200
Python,GraphQL,Simple_Fetch,2.948562000710808,78,200
JS,REST,Complex_Fetch,2.757314000518818,1179,200
JS,GraphQL,Complex_Fetch,1.8759640006464906,943,200
Python,REST,Complex_Fetch,3.190956000253209,1180,200
Python,GraphQL,Complex_Fetch,58.681128999523935,440,200
JS,REST,Simple_Fetch,2.3344629998973687,2295,200
JS,GraphQL,Simple_Fetch,1.275759000236576,74,200
Python,REST,Simple_Fetch,3.198911999788834,2296,200
Python,GraphQL,Simple_Fetch,2.4854760004018317,68,200
JS,REST,Complex_Fetch,2.4214049999500276,2295,200
JS,GraphQL,Complex_Fetch,1.7663879998508492,1875,200
Python,REST,Complex_Fetch,3.021149000232981,2296,200
Python,GraphQL,Complex_Fetch,61.82796299981419,1279,200
JS,REST,Simple_Fetch,2.2004309994372306,146,200
JS,GraphQL,Simple_Fetch,1.9582680006351438,73,200
Python,REST,Simple_Fetch,3.7702210001953063,147,200
Python,GraphQL,Simple_Fetch,3.1490779992964235,79,200
JS,REST,Complex_Fetch,2.3590490000060527,146,200
JS,GraphQL,Complex_Fetch,1.7517210008008988,84,200
Python,REST,Complex_Fetch,3.205863999937719,147,200
Python,GraphQL,Complex_Fetch,61.24157399972319,890,200
JS,REST,Simple_Fetch,3.1178899998849374,1784,200
JS,GraphQL,Simple_Fetch,2.097358000355598,75,200
Python,REST,Simple_Fetch,3.4363659997325158,1785,200
Python,GraphQL,Simple_Fetch,2.796337000290805,77,200
JS,REST,Complex_Fetch,1.9352640001670807,1784,200
JS,GraphQL,Complex_Fetch,2.3802079995220993,1449,200
Python,REST,Complex_Fetch,3.179545999955735,1785,200
Python,GraphQL,Complex_Fetch,58.64789600036602,1551,200
JS,REST,Simple_Fetch,2.2353869999278686,155,200
JS,GraphQL,Simple_Fetch,1.2147950001235586,69,200
Python,REST,Simple_Fetch,2.763466000033077,156,200
Python,GraphQL,Simple_Fetch,2.902646999245917,78,200
JS,REST,Complex_Fetch,2.698244000384875,155,200
JS,GraphQL,Complex_Fetch,2.0906859999740846,80,200
Python,REST,Complex_Fetch,3.7308780001694686,156,200
Python,GraphQL,Complex_Fetch,61.9031129999712,1786,200
JS,REST,Simple_Fetch,2.9746919999524835,426,200
JS,GraphQL,Simple_Fetch,1.5260479995049536,74,200
Python,REST,Simple_Fetch,3.631511999628856,427,200
Python,GraphQL,Simple_Fetch,3.115425000032701,78,200
JS,REST,Complex_Fetch,2.2247059996516327,426,200
JS,GraphQL,Complex_Fetch,1.6782329994384781,323,200
Python,REST,Complex_Fetch,3.3136069996544393,427,200
Python,GraphQL,Complex_Fetch,59.83942900002148,1559,200
JS,REST,Simple_Fetch,2.587807000054454,959,200
JS,GraphQL,Simple_Fetch,1.403729000230669,72,200
Python,REST,Simple_Fetch,2.974772000015946,960,200
Python,GraphQL,Simple_Fetch,2.6771939992613625,74,200
JS,REST,Complex_Fetch,1.7764570002327673,959,200
JS,GraphQL,Complex_Fetch,3.0721440007255296,699,200
Python,REST,Complex_Fetch,3.354122000018833,960,200
Python,GraphQL,Complex_Fetch,59.13241400048719,1446,200
JS,REST,Simple_Fetch,2.61726299959264,2741,200
JS,GraphQL,Simple_Fetch,1.553239000713802,76,200
Python,REST,Simple_Fetch,3.1865589999142685,2742,200
Python,GraphQL,Simple_Fetch,2.8885000001537264,73,200
JS,REST,Complex_Fetch,2.2723360007148585,2741,200
JS,GraphQL,Complex_Fetch,1.9731659995159134,2256,200
Python,REST,Complex_Fetch,3.361805999702483,2742,200
Python,GraphQL,Complex_Fetch,58.19644100029109,706,200
JS,REST,Simple_Fetch,2.495724000254995,1744,200
JS,GraphQL,Simple_Fetch,1.3747049997618888,72,200
Python,REST,Simple_Fetch,3.0626070001744665,1745,200
Python,GraphQL,Simple_Fetch,2.504391000002215,76,200
JS,REST,Complex_Fetch,1.9128419999105972,1744,200
JS,GraphQL,Complex_Fetch,1.8929060006485088,1440,200
Python,REST,Complex_Fetch,3.1041339998409967,1745,200
Python,GraphQL,Complex_Fetch,60.85853700005828,1570,200
JS,REST,Simple_Fetch,3.021919999810052,166,200
JS,GraphQL,Simple_Fetch,1.5228629999910481,74,200
Python,REST,Simple_Fetch,3.1185810003080405,167,200
Python,GraphQL,Simple_Fetch,2.999038000780274,72,200
JS,REST,Complex_Fetch,2.0967770005881903,166,200
JS,GraphQL,Complex_Fetch,1.8545340008131461,85,200
Python,REST,Complex_Fetch,2.9400269995676354,167,200
Python,GraphQL,Complex_Fetch,59.69963699953951,1103,200
JS,REST,Simple_Fetch,2.8155540003353963,822,200
JS,GraphQL,Simple_Fetch,1.4888579999023932,71,200
Python,REST,Simple_Fetch,3.1199839995679213,823,200
Python,GraphQL,Simple_Fetch,2.80223899972043,80,200
JS,REST,Complex_Fetch,2.7290120006000507,822,200
JS,GraphQL,Complex_Fetch,1.8975240000145277,622,200
Python,REST,Complex_Fetch,3.225682000447705,823,200
Python,GraphQL,Complex_Fetch,59.264691999487695,1800,200
JS,REST,Simple_Fetch,3.082033000282536,1295,200
JS,GraphQL,Simple_Fetch,1.9909999991796212,77,200
Python,REST,Simple_Fetch,3.0834449999019853,1296,200
Python,GraphQL,Simple_Fetch,2.70492599975114,77,200
JS,REST,Complex_Fetch,2.42538299971784,1295,200
JS,GraphQL,Complex_Fetch,2.150156999960018,1047,200
Python,REST,Complex_Fetch,3.069289000450226,1296,200
Python,GraphQL,Complex_Fetch,61.53429300047719,1056,200
JS,REST,Simple_Fetch,3.003985999384895,1080,200
JS,GraphQL,Simple_Fetch,1.6094039992822218,76,200
Python,REST,Simple_Fetch,3.161089999593969,1081,200
Python,GraphQL,Simple_Fetch,3.238114999476238,74,200
JS,REST,Complex_Fetch,2.5324139996882877,1080,200
JS,GraphQL,Complex_Fetch,1.8979249998665182,828,200
Python,REST,Complex_Fetch,3.1317650000346475,1081,200
Python,GraphQL,Complex_Fetch,60.400098000172875,332,200
JS,REST,Simple_Fetch,2.6810619992829743,1789,200
JS,GraphQL,Simple_Fetch,1.2776330004271585,82,200
Python,REST,Simple_Fetch,3.171950999785622,1790,200
Python,GraphQL,Simple_Fetch,2.7229300003455137,73,200
JS,REST,Complex_Fetch,2.4857660000634496,1789,200
JS,GraphQL,Complex_Fetch,1.8281639995620935,1447,200
Python,REST,Complex_Fetch,3.063797999857343,1790,200
Python,GraphQL,Complex_Fetch,58.275458999560215,2205,200
JS,REST,Simple_Fetch,2.6978730002156226,2774,200
JS,GraphQL,Simple_Fetch,1.9292540000606095,72,200
Python,REST,Simple_Fetch,3.2074169994302792,2775,200
Python,GraphQL,Simple_Fetch,3.3638700006122235,68,200
JS,REST,Complex_Fetch,2.869113000087964,2774,200
JS,GraphQL,Complex_Fetch,2.613153999845963,2288,200
Python,REST,Complex_Fetch,3.659535000224423,2775,200
Python,GraphQL,Complex_Fetch,61.21839100069337,517,200
JS,REST,Simple_Fetch,2.2633589996985393,1127,200
JS,GraphQL,Simple_Fetch,1.276240000152029,76,200
Python,REST,Simple_Fetch,3.7195559998508543,1128,200
Python,GraphQL,Simple_Fetch,3.113230999588268,75,200
JS,REST,Complex_Fetch,3.0151979999573086,1127,200
JS,GraphQL,Complex_Fetch,1.8340249998800573,887,200
Python,REST,Complex_Fetch,3.332962999593292,1128,200
Python,GraphQL,Complex_Fetch,59.52215400066052,1479,200
JS,REST,Simple_Fetch,2.842735000740504,655,200
JS,GraphQL,Simple_Fetch,2.0874000001640525,78,200
Python,REST,Simple_Fetch,3.637232000073709,656,200
Python,GraphQL,Simple_Fetch,2.802689000418468,79,200
JS,REST,Complex_Fetch,2.4546479999116855,655,200
JS,GraphQL,Complex_Fetch,2.072772000246914,507,200
Python,REST,Complex_Fetch,3.2250399999611545,656,200
Python,GraphQL,Complex_Fetch,58.65352700038784,1760,200
JS,REST,Simple_Fetch,2.3020620001261705,165,200
JS,GraphQL,Simple_Fetch,1.1493530000734609,71,200
Python,REST,Simple_Fetch,3.0909390006854665,166,200
Python,GraphQL,Simple_Fetch,2.5116150000030757,81,200
JS,REST,Complex_Fetch,2.381310999226116,165,200
JS,GraphQL,Complex_Fetch,1.825729999836767,82,200
Python,REST,Complex_Fetch,3.0105890000413638,166,200
Python,GraphQL,Complex_Fetch,63.04978099979053,2029,200
JS,REST,Simple_Fetch,3.015307000168832,843,200
JS,GraphQL,Simple_Fetch,1.5396130002045538,71,200
Python,REST,Simple_Fetch,3.1851560006543878,844,200
Python,GraphQL,Simple_Fetch,2.879493999898841,79,200
JS,REST,Complex_Fetch,2.5012550004248624,843,200
JS,GraphQL,Complex_Fetch,1.804740999432397,642,200
Python,REST,Complex_Fetch,3.2182679997276864,844,200
Python,GraphQL,Complex_Fetch,57.62407899965183,2072,200
JS,REST,Simple_Fetch,2.2921930003576563,2254,200
JS,GraphQL,Simple_Fetch,1.1187959999006125,80,200
Python,REST,Simple_Fetch,3.5384870006964775,2255,200
Python,GraphQL,Simple_Fetch,2.6404359996377025,72,200
JS,REST,Complex_Fetch,2.3917600001368555,2254,200
JS,GraphQL,Complex_Fetch,1.6754779999246239,1849,200
Python,REST,Complex_Fetch,3.0354649998116656,2255,200
Python,GraphQL,Complex_Fetch,59.70772199998464,860,200
JS,REST,Simple_Fetch,2.7568940004130127,2737,200
JS,GraphQL,Simple_Fetch,1.4140579996819724,83,200
Python,REST,Simple_Fetch,3.386052000678319,2738,200
Python,GraphQL,Simple_Fetch,3.565328000149748,75,200
JS,REST,Complex_Fetch,2.712950999921304,2737,200
JS,GraphQL,Complex_Fetch,1.8902110005001305,2276,200
Python,REST,Complex_Fetch,3.040726000108407,2738,200
Python,GraphQL,Complex_Fetch,58.787778999430884,1245,200
JS,REST,Simple_Fetch,2.3978110002644826,173,200
JS,GraphQL,Simple_Fetch,1.2057289995937026,73,200
Python,REST,Simple_Fetch,3.2772380000096746,174,200
Python,GraphQL,Simple_Fetch,2.532051999878604,69,200
JS,REST,Complex_Fetch,2.3591090002810233,173,200
JS,GraphQL,Complex_Fetch,1.7211539998243097,84,200
Python,REST,Complex_Fetch,3.024165000169887,174,200
Python,GraphQL,Complex_Fetch,59.81030400016607,1139,200
JS,REST,Simple_Fetch,2.5519999999232823,1325,200
JS,GraphQL,Simple_Fetch,1.3410410001597484,80,200
Python,REST,Simple_Fetch,3.154457999698934,1326,200
Python,GraphQL,Simple_Fetch,2.8205819999129744,79,200
JS,REST,Complex_Fetch,2.3502519998146454,1325,200
JS,GraphQL,Complex_Fetch,1.8045299993900699,1039,200
Python,REST,Complex_Fetch,3.2810450002216385,1326,200
Python,GraphQL,Complex_Fetch,63.68446999931621,1545,200
JS,REST,Simple_Fetch,2.894450999519904,2752,200
JS,GraphQL,Simple_Fetch,1.4958419997128658,84,200
Python,REST,Simple_Fetch,3.947414000322169,2753,200
Python,GraphQL,Simple_Fetch,3.053849000025366,76,200
JS,REST,Complex_Fetch,2.53762300053495,2752,200
JS,GraphQL,Complex_Fetch,1.850345999628189,2256,200
Python,REST,Complex_Fetch,3.191196999978274,2753,200
Python,GraphQL,Complex_Fetch,59.45874500048376,2102,200
JS,REST,Simple_Fetch,2.7669219998642802,1613,200
JS,GraphQL,Simple_Fetch,1.3786429999527172,75,200
Python,REST,Simple_Fetch,3.3077050002248143,1614,200
Python,GraphQL,Simple_Fetch,3.0975720001151785,79,200
JS,REST,Complex_Fetch,2.8130379996582633,1613,200
JS,GraphQL,Complex_Fetch,2.118848000463913,1278,200
Python,REST,Complex_Fetch,3.452255999945919,1614,200
Python,GraphQL,Complex_Fetch,58.90695099969889,1407,200
JS,REST,Simple_Fetch,2.545698000176344,1613,200
JS,GraphQL,Simple_Fetch,1.3066470000921981,75,200
Python,REST,Simple_Fetch,3.519963000144344,1614,200
Python,GraphQL,Simple_Fetch,3.0101579995971406,79,200
JS,REST,Complex_Fetch,3.1109769997783587,1613,200
JS,GraphQL,Complex_Fetch,1.880472000266309,1278,200
Python,REST,Complex_Fetch,3.0704609998792876,1614,200
Python,GraphQL,Complex_Fetch,62.526561999220576,1407,200
JS,REST,Simple_Fetch,3.0101579995971406,2350,200
JS,GraphQL,Simple_Fetch,1.5097179993972532,80,200
Python,REST,Simple_Fetch,3.159227000651299,2351,200
Python,GraphQL,Simple_Fetch,2.7630849999695783,70,200
JS,REST,Complex_Fetch,2.6387129992144764,2350,200
JS,GraphQL,Complex_Fetch,1.8653540000741486,1908,200
Python,REST,Complex_Fetch,3.1208549999064417,2351,200
Python,GraphQL,Complex_Fetch,60.9451389991591,81,200
JS,REST,Simple_Fetch,2.8444179997677566,2089,200
JS,GraphQL,Simple_Fetch,1.4937880005163606,72,200
Python,REST,Simple_Fetch,3.047608999622753,2090,200
Python,GraphQL,Simple_Fetch,2.9690809997191536,71,200
JS,REST,Complex_Fetch,2.443596999910369,2089,200
JS,GraphQL,Complex_Fetch,1.731664000544697,1669,200
Python,REST,Complex_Fetch,3.3552849999978207,2090,200
Python,GraphQL,Complex_Fetch,58.61298200034071,1116,200
JS,REST,Simple_Fetch,2.7012090004063793,624,200
JS,GraphQL,Simple_Fetch,2.5466899996899883,77,200
Python,REST,Simple_Fetch,3.25103900013346,625,200
Python,GraphQL,Simple_Fetch,2.7083719996880973,75,200
JS,REST,Complex_Fetch,2.4865870000212453,624,200
JS,GraphQL,Complex_Fetch,2.8132489997005905,454,200
Python,REST,Complex_Fetch,2.9645730000993353,625,200
Python,GraphQL,Complex_Fetch,60.59371100036515,1310,200
JS,REST,Simple_Fetch,2.8572709998115897,1506,200
JS,GraphQL,Simple_Fetch,1.5544019997832947,72,200
Python,REST,Simple_Fetch,3.0489509999824804,1507,200
Python,GraphQL,Simple_Fetch,2.9828269998688484,72,200
JS,REST,Complex_Fetch,2.532802999667183,1506,200
JS,GraphQL,Complex_Fetch,1.969989999452082,1229,200
Python,REST,Complex_Fetch,3.106107999883534,1507,200
Python,GraphQL,Complex_Fetch,60.17449600039981,805,200
JS,REST,Simple_Fetch,2.9129760005162098,1101,200
JS,GraphQL,Simple_Fetch,2.034200000707642,75,200
Python,REST,Simple_Fetch,3.1342900001618546,1102,200
Python,GraphQL,Simple_Fetch,2.8198919999340433,77,200
JS,REST,Complex_Fetch,2.6758220001283917,1101,200
JS,GraphQL,Complex_Fetch,2.0965469993825536,865,200
Python,REST,Complex_Fetch,2.919838999332569,1102,200
Python,GraphQL,Complex_Fetch,60.806930000580905,271,200
JS,REST,Simple_Fetch,2.975883999170037,1889,200
JS,GraphQL,Simple_Fetch,1.6267170003629872,76,200
Python,REST,Simple_Fetch,3.1520539996563457,1890,200
Python,GraphQL,Simple_Fetch,2.9870650005250354,75,200
JS,REST,Complex_Fetch,2.5973949996114243,1889,200
JS,GraphQL,Complex_Fetch,1.8395950000922312,1519,200
Python,REST,Complex_Fetch,2.916491999712889,1890,200
Python,GraphQL,Complex_Fetch,58.84683899967058,881,200
JS,REST,Simple_Fetch,2.47127799957525,1942,200
JS,GraphQL,Simple_Fetch,1.3203230000726762,73,200
Python,REST,Simple_Fetch,3.0260980001912685,1943,200
Python,GraphQL,Simple_Fetch,2.619525999762118,72,200
JS,REST,Complex_Fetch,2.356313000746013,1942,200
JS,GraphQL,Complex_Fetch,1.977824999812583,1564,200
Python,REST,Complex_Fetch,3.0570059998353827,1943,200
Python,GraphQL,Complex_Fetch,59.05724399963219,2144,200
JS,REST,Simple_Fetch,3.0726850000064587,1633,200
JS,GraphQL,Simple_Fetch,1.5897479997875053,79,200
Python,REST,Simple_Fetch,2.979930999572389,1634,200
Python,GraphQL,Simple_Fetch,2.7978009993603337,75,200
JS,REST,Complex_Fetch,2.5051120001080562,1633,200
JS,GraphQL,Complex_Fetch,1.7492970000603236,1311,200
Python,REST,Complex_Fetch,2.9186669999035075,1634,200
Python,GraphQL,Complex_Fetch,60.21046300065791,86,200
JS,REST,Simple_Fetch,2.7905760007342906,2215,200
JS,GraphQL,Simple_Fetch,1.536578000013833,78,200
Python,REST,Simple_Fetch,3.05241699970793,2216,200
Python,GraphQL,Simple_Fetch,3.0291840002973913,72,200
JS,REST,Complex_Fetch,2.489413000148488,2215,200
JS,GraphQL,Complex_Fetch,1.8093179996867548,1782,200
Python,REST,Complex_Fetch,2.904590999605716,2216,200
Python,GraphQL,Complex_Fetch,60.80940499941789,1471,200
JS,REST,Simple_Fetch,3.09166099941649,2271,200
JS,GraphQL,Simple_Fetch,2.1052229994893423,80,200
Python,REST,Simple_Fetch,3.1084620004548924,2272,200
Python,GraphQL,Simple_Fetch,2.892678000534943,74,200
JS,REST,Complex_Fetch,2.7866090003954014,2271,200
JS,GraphQL,Complex_Fetch,2.117947000442655,1863,200
Python,REST,Complex_Fetch,3.021147999788809,2272,200
Python,GraphQL,Complex_Fetch,59.37528899994504,750,200
JS,REST,Simple_Fetch,2.549764999457693,155,200
JS,GraphQL,Simple_Fetch,1.2823920005757827,78,200
Python,REST,Simple_Fetch,2.977767000629683,156,200
Python,GraphQL,Simple_Fetch,2.7275779993942706,80,200
JS,REST,Complex_Fetch,2.460888999848976,155,200
JS,GraphQL,Complex_Fetch,1.6683349995219032,89,200
Python,REST,Complex_Fetch,2.923796000686707,156,200
Python,GraphQL,Complex_Fetch,59.5369220000066,1872,200
JS,REST,Simple_Fetch,2.829338999617903,2014,200
JS,GraphQL,Simple_Fetch,1.537821000056283,73,200
Python,REST,Simple_Fetch,3.120465000392869,2015,200
Python,GraphQL,Simple_Fetch,2.8304809993642266,89,200
JS,REST,Complex_Fetch,2.600481000627042,2014,200
JS,GraphQL,Complex_Fetch,1.9606429996201769,1619,200
Python,REST,Complex_Fetch,2.9407479996734764,2015,200
Python,GraphQL,Complex_Fetch,60.806018999755906,1631,200
JS,REST,Simple_Fetch,2.8572820001500077,1630,200
JS,GraphQL,Simple_Fetch,1.4772569993510842,73,200
Python,REST,Simple_Fetch,3.0178130000422243,1631,200
Python,GraphQL,Simple_Fetch,2.846001000762044,85,200
JS,REST,Complex_Fetch,2.399715000137803,1630,200
JS,GraphQL,Complex_Fetch,1.798568000594969,1291,200
Python,REST,Complex_Fetch,2.8819479994126596,1631,200
Python,GraphQL,Complex_Fetch,58.41754500033858,1195,200
JS,REST,Simple_Fetch,2.329251999981352,1755,200
JS,GraphQL,Simple_Fetch,1.7543759995533037,78,200
Python,REST,Simple_Fetch,3.46872699992673,1756,200
Python,GraphQL,Simple_Fetch,2.7779130005001207,77,200
JS,REST,Complex_Fetch,2.360550999583211,1755,200
JS,GraphQL,Complex_Fetch,2.1750140003859997,1439,200
Python,REST,Complex_Fetch,2.9308590001164703,1756,200
Python,GraphQL,Complex_Fetch,60.71038000027329,1562,200
JS,REST,Simple_Fetch,2.984709999509505,1201,200
JS,GraphQL,Simple_Fetch,2.082930999677046,77,200
Python,REST,Simple_Fetch,3.029284000149346,1202,200
Python,GraphQL,Simple_Fetch,2.8732120008498896,76,200
JS,REST,Complex_Fetch,3.4030130000246572,1201,200
JS,GraphQL,Complex_Fetch,1.9560740001907106,948,200
Python,REST,Complex_Fetch,2.981934999297664,1202,200
Python,GraphQL,Complex_Fetch,59.768664999864995,1612,200
JS,REST,Simple_Fetch,2.631869000651932,760,200
JS,GraphQL,Simple_Fetch,1.3211750001573819,78,200
Python,REST,Simple_Fetch,2.9946989998279605,761,200
Python,GraphQL,Simple_Fetch,2.7928910003538476,74,200
JS,REST,Complex_Fetch,2.5615080003262847,760,200
JS,GraphQL,Complex_Fetch,2.3236320002979483,579,200
Python,REST,Complex_Fetch,2.9795399996146443,761,200
Python,GraphQL,Complex_Fetch,58.395313999426435,282,200
JS,REST,Simple_Fetch,2.401567999186227,1799,200
JS,GraphQL,Simple_Fetch,1.8762239997158758,71,200
Python,REST,Simple_Fetch,3.079388000514882,1800,200
Python,GraphQL,Simple_Fetch,2.49535399962042,74,200
JS,REST,Complex_Fetch,2.377744000114035,1799,200
JS,GraphQL,Complex_Fetch,1.8710250005824491,1424,200
Python,REST,Complex_Fetch,3.0043480001040734,1800,200
Python,GraphQL,Complex_Fetch,57.57066899968777,1637,200
JS,REST,Simple_Fetch,2.7139029998579645,182,200
JS,GraphQL,Simple_Fetch,1.2289619999137358,75,200
Python,REST,Simple_Fetch,2.966426000057254,183,200
Python,GraphQL,Simple_Fetch,2.605489999950805,80,200
JS,REST,Complex_Fetch,2.4412929997197352,182,200
JS,GraphQL,Complex_Fetch,1.6498609993504942,86,200
Python,REST,Complex_Fetch,2.9521099995690747,183,200
Python,GraphQL,Complex_Fetch,60.9785609995015,1204,200
JS,REST,Simple_Fetch,2.735572999881697,1325,200
JS,GraphQL,Simple_Fetch,1.4549349998560501,80,200
Python,REST,Simple_Fetch,3.160760000355367,1326,200
Python,GraphQL,Simple_Fetch,3.020398000444402,79,200
JS,REST,Complex_Fetch,2.546278999943752,1325,200
JS,GraphQL,Complex_Fetch,1.928081000187376,1039,200
Python,REST,Complex_Fetch,3.093162999903143,1326,200
Python,GraphQL,Complex_Fetch,58.57028100035677,1545,200
JS,REST,Simple_Fetch,2.3687259999860544,2480,200
JS,GraphQL,Simple_Fetch,1.2525960000857594,73,200
Python,REST,Simple_Fetch,3.1434279999302817,2481,200
Python,GraphQL,Simple_Fetch,2.6138459998037433,72,200
JS,REST,Complex_Fetch,2.7108670001325663,2480,200
JS,GraphQL,Complex_Fetch,1.9117900001219823,2036,200
Python,REST,Complex_Fetch,2.957830000013928,2481,200
Python,GraphQL,Complex_Fetch,59.67484000029799,972,200
JS,REST,Simple_Fetch,2.8122670000811922,2543,200
JS,GraphQL,Simple_Fetch,2.041422999354836,78,200
Python,REST,Simple_Fetch,3.202418000000762,2544,200
Python,GraphQL,Simple_Fetch,3.955277999921236,76,200
JS,REST,Complex_Fetch,2.465427999595704,2543,200
JS,GraphQL,Complex_Fetch,2.1079580001241993,2092,200
Python,REST,Complex_Fetch,2.8882589995191665,2544,200
Python,GraphQL,Complex_Fetch,60.098042000390706,331,200
JS,REST,Simple_Fetch,2.5649039998825174,1744,200
JS,GraphQL,Simple_Fetch,1.290457000322931,72,200
Python,REST,Simple_Fetch,2.9232549995867885,1745,200
Python,GraphQL,Simple_Fetch,2.7040049999413895,76,200
JS,REST,Complex_Fetch,2.4657579997438006,1744,200
JS,GraphQL,Complex_Fetch,3.1050159996084403,1440,200
Python,REST,Complex_Fetch,3.6928970002918504,1745,200
Python,GraphQL,Complex_Fetch,58.979597999496036,1570,200
JS,REST,Simple_Fetch,2.557419999902777,160,200
JS,GraphQL,Simple_Fetch,1.4498059999823454,71,200
Python,REST,Simple_Fetch,3.389708999748109,161,200
Python,GraphQL,Simple_Fetch,2.8889909999634256,80,200
JS,REST,Complex_Fetch,2.2929540000404813,160,200
JS,GraphQL,Complex_Fetch,1.7489660003775498,82,200
Python,REST,Complex_Fetch,3.0626759998995112,161,200
Python,GraphQL,Complex_Fetch,59.46248199961701,718,200
JS,REST,Simple_Fetch,2.12373700014723,1001,200
JS,GraphQL,Simple_Fetch,1.5872029998718062,77,200
Python,REST,Simple_Fetch,3.7696800000048825,1002,200
Python,GraphQL,Simple_Fetch,3.359282000019448,72,200
JS,REST,Complex_Fetch,2.331656999558618,1001,200
JS,GraphQL,Complex_Fetch,2.1429140006148373,784,200
Python,REST,Complex_Fetch,3.4278399998584064,1002,200
Python,GraphQL,Complex_Fetch,59.23687999984395,1533,200
JS,REST,Simple_Fetch,2.4479749999954947,941,200
JS,GraphQL,Simple_Fetch,1.2534970001070178,73,200
Python,REST,Simple_Fetch,3.0938549998609233,942,200
Python,GraphQL,Simple_Fetch,2.6635289996193023,73,200
JS,REST,Complex_Fetch,2.927722999629623,941,200
JS,GraphQL,Complex_Fetch,1.981581000109145,737,200
Python,REST,Complex_Fetch,3.1034829999043723,942,200
Python,GraphQL,Complex_Fetch,61.72123300075327,84,200
JS,REST,Simple_Fetch,2.828357999533182,1842,200
JS,GraphQL,Simple_Fetch,1.5274810002665618,79,200
Python,REST,Simple_Fetch,3.153245999783394,1843,200
Python,GraphQL,Simple_Fetch,2.9401570000118227,76,200
JS,REST,Complex_Fetch,2.4849650008036406,1842,200
JS,GraphQL,Complex_Fetch,2.617492999888782,1476,200
Python,REST,Complex_Fetch,2.998595999997633,1843,200
