lang,proto,scenario,ms,bytes
JS,GraphQL,Overfetch_Scenario,3.2483150007465156,71
Python,REST,Overfetch_Scenario,17.549294001582894,161
Python,GraphQL,Overfetch_Scenario,3.4717130001808982,71
JS,GraphQL,RealWorld_Complex,4.060326000399073,82
Python,GraphQL,RealWorld_Complex,67.94655900012003,82
JS,REST,RealWorld_Complex,12.875958998847636,162
Python,REST,RealWorld_Complex,34.16128199933155,164
JS,GraphQL,N_Plus_One_List,19.31809699999576,2247
Python,GraphQL,N_Plus_One_List,622.7192970000033,2247
JS,REST,N_Plus_One_List,213.68135500051721,15633223
Python,REST,N_Plus_One_List,371.320549000302,15633234
JS,REST,Overfetch_Scenario,6.854188999568578,1652
JS,GraphQL,Overfetch_Scenario,2.380768999501015,74
Python,REST,Overfetch_Scenario,16.915596001126687,1653
Python,GraphQL,Overfetch_Scenario,3.513711999403313,74
JS,GraphQL,RealWorld_Complex,6.020657998305978,388
Python,GraphQL,RealWorld_Complex,67.64503500016872,388
JS,REST,RealWorld_Complex,13.014178999583237,3152
Python,REST,RealWorld_Complex,35.67003799980739,3154
JS,GraphQL,N_Plus_One_List,19.325642000694643,2247
Python,GraphQL,N_Plus_One_List,616.5504709988454,2247
JS,REST,N_Plus_One_List,215.64822800064576,15633223
Python,REST,N_Plus_One_List,374.73839099948236,15633234
JS,REST,Overfetch_Scenario,7.5205779994576005,450
JS,GraphQL,Overfetch_Scenario,2.3675249994994374,78
Python,REST,Overfetch_Scenario,16.640871999697993,451
Python,GraphQL,Overfetch_Scenario,3.396222000446869,78
JS,GraphQL,RealWorld_Complex,3.9799050009605708,142
Python,GraphQL,RealWorld_Complex,68.47180300064792,142
JS,REST,RealWorld_Complex,14.210189001460094,719
Python,REST,RealWorld_Complex,34.84038399801648,721
JS,GraphQL,N_Plus_One_List,21.01215100083209,2247
Python,GraphQL,N_Plus_One_List,620.8965619989613,2247
JS,REST,N_Plus_One_List,219.13014099845896,15633223
Python,REST,N_Plus_One_List,371.7351749983209,15633234
JS,REST,Overfetch_Scenario,7.876214000134496,1373
JS,GraphQL,Overfetch_Scenario,2.1742720000474947,75
Python,REST,Overfetch_Scenario,17.12795400089817,1374
Python,GraphQL,Overfetch_Scenario,3.237113000068348,75
JS,GraphQL,RealWorld_Complex,4.836148998947465,342
Python,GraphQL,RealWorld_Complex,66.33217499984312,342
JS,REST,RealWorld_Complex,13.083367997751338,2582
Python,REST,RealWorld_Complex,33.56948400141846,2584
JS,GraphQL,N_Plus_One_List,19.069100999331567,2247
Python,GraphQL,N_Plus_One_List,628.1075699989742,2247
JS,REST,N_Plus_One_List,213.50530500058085,15633223
Python,REST,N_Plus_One_List,376.4550659998349,15633234
JS,REST,Overfetch_Scenario,7.240543000079924,2227
JS,GraphQL,Overfetch_Scenario,2.8807259986933786,82
Python,REST,Overfetch_Scenario,17.384605000188458,2228
Python,GraphQL,Overfetch_Scenario,3.8028230010240804,82
JS,GraphQL,RealWorld_Complex,4.049565000968869,462
Python,GraphQL,RealWorld_Complex,68.32541900075739,462
JS,REST,RealWorld_Complex,13.119135999659193,4275
Python,REST,RealWorld_Complex,34.85957100019732,4277
JS,GraphQL,N_Plus_One_List,20.013870000184397,2247
Python,GraphQL,N_Plus_One_List,621.8713889993523,2247
JS,REST,N_Plus_One_List,211.43376500003797,15633223
Python,REST,N_Plus_One_List,375.0592319993302,15633234
JS,REST,Overfetch_Scenario,7.074081999235204,1653
JS,GraphQL,Overfetch_Scenario,3.236312000808539,80
Python,REST,Overfetch_Scenario,18.158445000153733,1654
Python,GraphQL,Overfetch_Scenario,3.704718999870238,80
JS,GraphQL,RealWorld_Complex,4.1764939996937755,402
Python,GraphQL,RealWorld_Complex,68.74058700122987,402
JS,REST,RealWorld_Complex,12.695671999608749,3126
Python,REST,RealWorld_Complex,34.53023300062341,3128
JS,GraphQL,N_Plus_One_List,20.046431998707703,2247
Python,GraphQL,N_Plus_One_List,625.631021001027,2247
JS,REST,N_Plus_One_List,211.01730299960764,15633223
